AGREEMENT_RK,TARGET,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FACT_ADDRESS_PROVINCE,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,CREDIT,WORK_TIME,PERSONAL_INCOME
62024225,0,38,1,1,2,1,0,0,1,0,15199.0,48.0,15000.0
62024261,1,43,0,2,2,1,0,0,1,0,19315.0,36.0,20000.0
62024377,0,47,1,2,0,1,0,0,1,0,44560.0,120.0,25000.0
62024609,0,28,0,1,1,1,0,0,1,0,6479.0,59.0,23000.0
62024627,0,59,0,2,0,0,1,1,1,0,9009.0,,35000.0
62024649,0,55,0,0,0,0,1,0,1,0,7160.0,,4500.0
62024990,0,23,0,0,0,1,0,0,1,0,18899.0,48.0,25000.0
62025151,0,42,0,2,2,1,0,0,1,0,14632.0,156.0,13000.0
62025156,0,31,1,1,1,1,0,0,1,0,2910.0,36.0,18000.0
62025473,0,59,1,0,0,0,1,0,1,0,17380.0,,6500.0
62025804,0,60,0,0,0,1,0,0,1,0,29390.0,391.0,15000.0
62025848,0,39,1,2,2,1,0,0,1,0,6698.0,240.0,12000.0
62026630,0,33,1,1,1,1,0,0,1,0,10000.0,24.0,8000.0
62026911,0,32,1,1,1,1,0,0,1,0,20833.0,12.0,20000.0
62027046,0,42,0,4,4,1,0,0,1,0,18530.0,24.0,10000.0
62027099,0,37,0,1,1,1,0,0,1,0,18080.0,6.0,10000.0
62027112,0,39,1,1,1,1,0,0,1,0,8080.0,36.0,10000.0
62027220,0,61,1,0,0,0,1,0,1,0,8500.0,,8000.0
62027335,0,40,0,2,2,1,0,0,1,0,14670.0,216.0,16000.0
62027377,0,24,1,1,1,1,0,0,2,0,5760.0,40.0,10000.0
62027386,0,49,1,2,0,1,0,0,1,0,14280.0,132.0,5500.0
62027579,0,38,0,1,1,1,0,0,1,0,16715.0,36.0,10000.0
62027648,0,57,1,3,0,0,1,0,1,0,11349.0,,7800.0
62027741,0,31,1,0,0,1,0,0,1,0,27796.0,72.0,35000.0
62027959,0,24,0,0,0,1,0,0,1,0,20000.0,24.0,15000.0
62028243,0,43,0,0,0,1,0,0,1,0,12090.0,156.0,17000.0
62028478,0,60,1,0,0,0,1,0,1,0,9053.0,,12000.0
62028625,0,52,1,0,0,1,0,0,1,0,17000.0,12.0,15000.0
62028792,0,35,1,2,2,1,0,1,1,0,43200.0,36.0,20000.0
62028799,0,26,0,0,0,1,0,0,1,0,28469.0,12.0,30000.0
62028902,0,47,0,1,1,1,0,0,1,0,11034.0,240.0,15000.0
62028923,0,34,1,1,1,1,0,0,1,0,11189.0,24.0,8500.0
62028937,0,37,1,2,2,1,0,0,1,0,87786.0,48.0,22000.0
62028961,0,23,0,2,2,1,0,0,1,0,17397.0,6.0,7000.0
62029219,0,40,0,1,1,1,0,0,1,0,6990.0,11.0,20000.0
62029227,0,58,1,0,0,1,1,0,1,0,21717.0,6.0,11200.0
62029263,1,33,1,1,1,1,0,0,1,0,6050.0,18.0,8000.0
62029425,0,37,1,2,2,1,0,0,1,0,21865.0,18.0,12000.0
62029535,0,23,0,0,0,1,0,0,1,0,5775.0,24.0,13000.0
62029612,0,29,0,0,0,1,0,0,2,0,4490.0,6.0,20000.0
62029654,0,40,1,0,1,1,0,0,1,0,5680.0,72.0,15000.0
62029713,0,24,1,0,0,1,0,0,1,0,10300.0,36.0,7000.0
62029852,0,28,0,0,0,1,0,0,1,0,16039.0,72.0,11000.0
62029928,0,40,0,2,2,1,0,0,1,1,18610.0,120.0,10200.0
62030090,0,31,1,1,1,1,0,0,1,0,10700.0,108.0,8000.0
62030131,0,39,1,1,1,1,0,0,1,0,15199.0,18.0,6000.0
62030145,0,59,1,2,0,1,0,0,1,0,5700.0,72.0,10000.0
62030345,0,55,1,1,0,1,0,0,1,0,22090.0,16.0,8000.0
62030864,0,45,1,1,0,1,0,0,1,0,17100.0,240.0,5000.0
62030926,0,45,0,4,4,1,0,0,1,0,2759.0,24.0,8000.0
62031297,0,33,1,2,2,1,0,0,1,0,6150.0,96.0,9500.0
62031338,0,34,0,1,1,1,0,0,1,0,8598.0,96.0,22000.0
62031506,1,47,1,2,0,1,0,0,1,0,38108.0,20.0,20000.0
62031639,0,31,0,2,2,1,0,0,2,0,18197.0,90.0,20000.0
62031956,0,33,1,1,1,1,0,0,1,0,19350.0,156.0,10000.0
62031957,0,46,1,2,1,1,0,0,1,0,81743.87,38.0,30000.0
62031990,0,22,0,0,0,1,0,0,1,0,19993.0,12.0,10000.0
62032022,0,31,1,0,0,1,0,0,1,0,19799.0,36.0,20000.0
62032080,0,42,1,2,2,1,0,0,1,0,12818.0,24.0,10000.0
62032105,0,45,1,1,1,1,0,0,1,0,5058.0,252.0,7000.0
62032178,0,42,0,1,1,1,0,0,1,0,9798.0,60.0,20000.0
62032179,0,31,0,2,2,1,0,0,1,0,20000.0,48.0,40000.0
62032444,1,28,1,0,0,1,0,0,1,0,30000.0,84.0,25000.0
62032460,1,40,1,1,0,1,0,0,1,0,8720.0,84.0,11000.0
62032704,0,55,0,1,0,1,0,0,1,0,4400.0,7.0,15000.0
62032845,0,36,0,2,2,1,0,0,1,0,19035.0,24.0,17000.0
62033359,0,39,0,1,1,1,0,0,1,0,14800.0,84.0,22000.0
62033474,0,37,1,2,2,1,0,0,1,0,2000.0,84.0,5000.0
62033535,0,29,0,2,2,1,0,0,1,0,38032.0,14.0,15000.0
62033565,0,31,0,2,2,1,0,0,1,0,3400.0,24.0,17000.0
62033611,0,54,1,4,0,1,1,0,1,0,21295.0,66.0,15000.0
62033647,0,49,0,3,1,1,0,1,1,0,18334.0,84.0,30000.0
62033696,0,43,0,1,1,1,0,0,1,0,90590.0,6.0,30000.0
62033969,0,26,0,0,0,1,0,0,1,0,4290.0,36.0,14000.0
62034033,0,56,0,2,0,1,0,0,1,0,10435.0,204.0,15000.0
62034127,0,32,0,2,2,1,0,0,1,0,7850.0,108.0,10000.0
62034300,0,44,1,0,0,1,0,0,1,0,18819.0,288.0,8000.0
62034368,0,43,1,2,1,1,0,0,1,0,12816.0,120.0,30000.0
62034726,0,34,0,1,1,1,0,0,1,0,23400.0,72.0,19000.0
62034969,0,51,1,3,3,1,0,0,1,0,13500.0,384.0,6800.0
62035034,0,40,1,1,0,1,0,0,1,0,11396.0,17.0,20000.0
62035080,0,62,0,1,1,1,0,0,1,0,26930.0,456.0,21000.0
62035093,0,31,1,0,0,1,0,0,1,0,6619.0,60.0,10000.0
62035101,0,59,1,0,0,0,1,0,1,0,10250.0,,5000.0
62035280,0,24,0,0,0,1,0,0,1,0,7480.0,9.0,10000.0
62035296,0,28,1,2,2,1,0,0,1,0,7500.0,60.0,10000.0
62035502,0,63,1,3,0,0,1,0,1,0,10233.0,,9000.0
62035660,0,61,1,0,0,1,1,0,1,0,9000.0,360.0,10000.0
62035661,0,37,1,1,1,1,0,0,1,0,6300.0,216.0,6300.0
62035662,0,28,0,2,2,1,0,0,1,0,20519.0,36.0,15000.0
62035791,0,32,1,1,1,1,0,0,2,1,6997.0,26.0,15000.0
62035811,1,42,0,0,0,1,0,0,1,0,63700.0,144.0,22000.0
62035947,0,61,1,2,0,0,1,0,1,0,15897.0,,7000.0
62036209,0,36,0,1,0,1,0,0,1,0,33344.0,180.0,15000.0
62036242,0,35,1,1,1,1,0,0,1,0,12636.0,192.0,10000.0
62036519,0,44,1,1,0,1,0,0,1,0,15857.0,144.0,12000.0
62036576,0,44,1,2,0,1,0,0,1,0,11300.0,36.0,7000.0
62036581,0,34,1,2,2,1,0,0,1,0,17970.0,98.0,11000.0
62036653,0,60,1,3,0,0,1,0,1,0,22872.0,,9000.0
62036779,0,63,1,1,0,1,0,0,1,0,9999.0,264.0,12000.0
62036913,0,45,1,2,0,1,0,0,1,0,29590.0,288.0,13000.0
62036997,0,37,1,2,0,1,0,0,1,0,3528.0,3.0,5000.0
62037065,0,38,1,1,1,1,0,0,1,0,6822.0,192.0,20000.0
62037110,0,45,1,2,0,1,0,0,2,0,13100.0,36.0,25000.0
62037186,0,47,1,1,1,1,0,1,1,0,21600.0,180.0,35000.0
62037299,0,34,1,1,1,1,0,0,1,0,35793.0,10.0,20000.0
62037617,0,28,0,1,1,1,0,0,1,0,25760.0,84.0,15000.0
62037799,0,31,1,1,1,1,0,0,1,0,7060.0,120.0,10000.0
62037803,0,42,1,2,0,1,0,0,1,0,17702.0,108.0,7850.0
62037914,0,33,0,0,0,1,0,0,1,0,9592.0,2.0,25000.0
62038281,0,31,1,2,2,1,0,0,1,0,12127.0,17.0,15000.0
62072383,0,58,0,0,0,1,0,0,1,0,4275.0,25.0,5000.0
62072880,0,23,0,0,0,1,0,0,1,0,14000.0,18.0,14000.0
62072888,0,60,1,0,0,1,1,0,1,0,15300.0,3.0,5000.0
62073238,0,31,1,1,1,1,0,0,1,0,11765.0,12.0,8000.0
62073249,0,33,0,0,0,1,0,0,1,0,11650.0,84.0,16000.0
62073312,0,42,1,0,0,1,0,0,1,0,18170.0,84.0,17500.0
62074461,0,47,1,1,0,1,0,0,1,0,5320.0,66.0,5000.0
62074531,0,28,1,0,0,1,0,0,1,0,22970.0,24.0,8000.0
62074632,0,40,0,0,0,1,0,0,1,0,4852.0,180.0,10000.0
62074708,1,36,0,1,1,1,0,0,1,0,7400.0,180.0,7800.0
62075119,0,58,1,1,0,0,1,0,1,0,9985.0,,6000.0
62075171,0,47,1,2,0,1,0,0,1,0,13500.0,60.0,5000.0
62075219,0,38,0,2,2,1,0,0,1,0,58500.0,60.0,50000.0
62075282,0,39,1,2,2,1,0,0,1,0,4190.0,36.0,12000.0
62075325,0,26,0,0,0,1,0,0,1,0,9754.0,72.0,12000.0
62075345,0,51,1,0,0,0,1,0,1,0,21500.0,,5000.0
62075410,0,58,1,4,0,0,1,0,1,0,9450.0,,5700.0
62075530,0,23,0,0,0,1,0,0,1,0,16380.0,11.0,7000.0
62075557,0,60,1,2,0,1,1,0,1,0,2909.0,132.0,9000.0
62075882,0,46,1,1,1,1,0,0,1,0,13498.0,36.0,5000.0
62075883,1,42,1,1,1,1,0,0,1,0,28674.0,12.0,15000.0
62076004,1,53,1,2,0,1,1,0,1,0,32700.0,60.0,12000.0
62076065,0,42,1,1,0,1,0,0,1,0,10300.0,72.0,12000.0
62076393,0,31,1,1,1,1,0,0,1,0,17091.0,18.0,8000.0
62076420,0,30,1,2,2,1,0,0,1,0,7200.0,60.0,6000.0
62076443,1,36,1,2,2,1,0,1,1,0,8700.0,27.0,26000.0
62076556,0,51,1,2,0,1,0,0,1,0,3149.0,24.0,6000.0
62076678,0,41,0,2,1,1,0,0,1,0,9000.0,36.0,10000.0
62076786,0,58,1,3,0,1,1,0,1,0,19460.0,72.0,21000.0
62076852,0,27,1,1,1,1,0,0,1,0,21082.0,48.0,7000.0
62076888,0,35,1,1,1,1,0,0,1,0,3405.0,36.0,6500.0
62077057,1,38,0,2,2,1,0,0,1,0,14196.0,24.0,25000.0
62077132,0,28,1,2,2,1,0,0,1,0,19844.0,3.0,10000.0
62077292,0,24,0,0,0,1,0,0,1,0,23800.0,24.0,17000.0
62077425,0,25,0,0,0,1,0,0,1,0,17756.0,3.0,22000.0
62077598,0,38,1,1,1,1,0,0,1,0,19589.0,36.0,11000.0
62077609,0,58,0,0,0,1,0,0,1,0,14618.0,36.0,18000.0
62077631,0,43,1,0,0,1,1,0,1,0,30837.0,282.0,23000.0
62077648,0,37,1,1,1,1,0,0,1,0,7700.0,12.0,9000.0
62077703,0,42,1,1,0,1,0,0,1,0,27540.0,120.0,16000.0
62077844,0,37,0,1,1,1,0,0,1,0,8000.0,18.0,10000.0
62078187,0,31,1,2,2,1,0,0,1,0,9999.0,8.0,4500.0
62078388,0,30,1,1,1,1,0,0,1,0,5990.0,48.0,30000.0
62078531,0,23,0,0,0,1,0,0,1,0,5890.0,3.0,10000.0
62078577,1,39,1,1,1,1,0,0,1,0,5100.0,11.0,17000.0
62078825,1,29,1,0,0,1,0,0,1,0,5695.0,24.0,6000.0
62079038,1,43,0,3,3,1,0,0,1,0,27950.0,36.0,16000.0
62079155,1,40,0,2,2,1,0,0,1,0,5989.0,7.0,16000.0
62079211,0,38,1,1,0,1,0,0,1,0,23750.0,96.0,8000.0
62079659,0,54,1,0,0,1,0,0,1,0,13960.0,3.0,25000.0
62080126,0,38,1,2,2,1,0,0,1,0,11790.0,216.0,15000.0
62080433,0,50,0,0,0,1,0,0,1,0,63320.0,72.0,30000.0
62080521,0,33,1,0,0,1,0,0,1,0,12645.0,144.0,7000.0
62080530,1,47,0,1,1,1,0,0,1,0,26595.0,9.0,15000.0
62080605,0,22,0,1,1,1,0,0,1,0,6598.0,24.0,8000.0
62080734,0,28,0,1,2,1,0,0,1,0,11025.0,11.0,7000.0
62081006,0,36,1,1,1,1,0,0,1,0,6200.0,12.0,10000.0
62081110,0,58,1,0,0,0,1,0,1,0,3590.0,,4500.0
62081169,1,27,0,0,0,1,0,0,1,0,4590.0,6.0,15000.0
62081183,0,34,0,2,2,1,0,0,1,0,10990.0,96.0,11000.0
62081311,0,33,1,3,3,1,0,0,1,0,34500.0,47.0,18000.0
62081325,0,42,1,0,0,1,0,0,1,0,100000.0,8.0,18000.0
62081391,1,37,1,1,1,1,0,0,1,0,21889.92,144.0,20000.0
62081482,0,34,1,1,1,1,0,0,1,0,8570.0,84.0,7000.0
62081495,0,42,0,0,0,0,1,0,1,0,7490.0,,5000.0
62081548,0,54,1,0,0,1,0,0,1,0,11498.0,36.0,8000.0
62081549,0,34,1,1,1,1,0,0,1,0,14000.0,5.0,16500.0
62081562,0,37,1,2,1,1,0,0,1,0,19800.0,13.0,8000.0
62081698,1,57,0,2,1,1,0,0,1,0,5800.0,240.0,9000.0
62081953,0,48,1,0,0,1,1,0,1,0,16447.0,120.0,17000.0
62082020,1,46,1,3,0,1,0,0,1,0,23795.0,216.0,16000.0
62082077,1,29,0,0,0,1,0,1,1,0,8487.0,24.0,15000.0
62082115,0,56,1,2,0,1,1,0,1,0,14530.0,49.0,9500.0
62082244,0,46,1,0,0,1,0,0,1,0,22000.0,60.0,8500.0
62082450,1,22,1,1,1,1,0,0,1,0,12200.0,6.0,15000.0
62082466,0,28,1,0,0,1,0,0,1,0,17900.0,36.0,10000.0
62082560,0,23,0,1,1,1,0,0,1,0,14574.0,8.0,16000.0
62082693,0,32,1,2,2,1,0,0,1,0,11700.0,54.0,5000.0
62082801,0,40,0,2,2,1,0,0,1,0,18880.0,60.0,12000.0
62082885,0,29,1,0,0,1,0,0,1,0,37400.0,12.0,28000.0
62082912,1,44,1,0,0,1,0,0,1,0,17490.0,72.0,13000.0
62082932,0,30,1,1,0,1,0,0,1,0,5500.0,23.0,4000.0
62083785,0,62,1,2,0,1,1,0,1,0,35000.0,504.0,13000.0
62083836,0,52,1,3,1,1,0,0,1,0,18338.0,60.0,7500.0
62084110,0,37,1,1,1,1,0,0,1,0,28241.0,12.0,12000.0
62084438,0,51,1,1,1,1,0,0,1,0,17765.0,120.0,10000.0
62084675,0,39,0,0,0,1,0,0,1,0,10990.0,197.0,10000.0
62084723,0,53,1,2,0,1,0,0,1,0,2490.0,42.0,11000.0
62084737,0,48,0,2,2,1,0,0,1,0,5399.0,168.0,12000.0
62084764,0,27,1,1,1,1,0,0,1,0,15230.0,48.0,17500.0
62084908,0,49,1,1,1,1,0,0,1,0,4311.0,5.0,7000.0
62084981,0,39,1,1,0,1,0,0,1,0,16499.0,84.0,7700.0
62085161,0,26,0,1,1,1,0,0,1,0,24130.0,60.0,34000.0
62085211,0,56,1,1,0,1,0,0,1,0,32750.0,48.0,10000.0
62085339,0,49,1,1,0,1,0,0,1,0,22450.0,102.0,15000.0
62085374,1,31,1,1,1,1,0,0,1,0,21600.0,18.0,20000.0
62085586,0,54,0,1,0,1,0,0,1,0,46729.0,30.0,25000.0
62085687,0,42,0,2,2,1,0,0,1,0,4620.0,288.0,12000.0
62085877,0,34,1,1,0,1,0,0,1,0,30697.0,120.0,7000.0
62086010,1,43,0,2,1,1,0,0,1,0,9490.0,10.0,18000.0
62086196,0,45,1,0,0,1,0,0,1,0,4941.0,180.0,5800.0
62086255,0,52,1,2,0,1,0,0,1,0,5300.0,204.0,15000.0
62086372,1,24,0,0,0,1,0,0,1,0,5941.0,24.0,15000.0
62086664,0,60,1,1,0,0,1,0,1,0,24923.0,,6000.0
62086696,0,57,1,2,0,0,1,0,1,0,9315.0,,5500.0
62086855,0,57,1,0,0,1,0,0,1,0,26690.0,48.0,25000.0
62087128,0,39,0,2,2,1,0,0,1,0,17990.0,240.0,13000.0
62087502,0,56,1,1,0,1,1,0,1,0,14370.0,7.0,11000.0
62087624,0,52,0,2,0,1,0,0,1,0,19169.0,15.0,20000.0
62087901,0,29,0,2,2,1,0,0,1,0,5630.0,72.0,11000.0
62087992,0,55,1,2,0,0,1,0,1,0,19800.0,,7000.0
62088138,0,60,1,2,0,0,1,0,1,0,18750.0,,3000.0
62088246,0,60,1,0,0,0,1,0,1,0,22147.0,,5200.0
62088718,0,47,1,2,0,1,0,0,1,0,4008.0,156.0,8000.0
62088745,0,53,1,2,0,1,0,1,1,0,10071.0,60.0,20000.0
62088787,1,35,1,2,2,1,0,0,1,0,17546.0,24.0,15000.0
62088976,0,55,1,1,0,1,0,0,1,0,17600.0,96.0,10000.0
62089075,0,32,0,0,0,1,0,0,2,0,4350.0,7.0,7000.0
62089114,0,62,1,5,0,0,1,0,1,0,22011.0,,12000.0
62089168,0,39,0,2,0,1,0,0,1,0,7335.0,48.0,17000.0
62089227,0,25,0,1,1,1,0,0,1,0,6027.0,12.0,15000.0
62089261,0,60,1,2,0,1,1,0,1,0,22500.0,24.0,15000.0
62089305,0,63,1,1,0,0,1,0,1,0,13815.0,,7000.0
62089415,0,24,0,0,0,1,0,0,1,0,22999.0,12.0,40000.0
62089471,0,38,1,2,2,1,0,0,1,0,4320.0,10.0,4800.0
62089620,0,47,1,2,0,1,0,0,1,0,13690.0,336.0,9000.0
62089705,0,48,1,0,0,1,0,0,1,0,10628.0,360.0,5700.0
62089708,0,40,1,2,2,1,0,0,1,0,12199.0,72.0,9000.0
62089934,0,52,1,1,0,1,1,0,1,0,19950.0,90.0,19000.0
62089987,0,35,0,2,2,1,0,0,1,0,6561.9,56.0,9000.0
62090207,0,41,1,2,1,1,0,0,1,0,4401.0,192.0,10000.0
62090322,0,35,1,1,1,1,0,0,1,0,17190.0,180.0,35000.0
62090541,0,22,0,0,0,1,0,0,1,0,21220.0,16.0,30000.0
62090718,0,59,0,0,0,1,0,0,1,0,22490.0,312.0,15000.0
62090873,0,30,0,1,1,1,0,0,1,0,30428.0,84.0,18000.0
62090991,0,31,0,2,2,1,0,0,1,0,28041.0,36.0,20000.0
62091199,0,37,1,3,3,1,0,0,1,0,4403.0,48.0,7000.0
62091501,0,29,0,0,0,1,0,0,1,0,14089.0,60.0,13000.0
62091595,0,35,1,2,2,1,0,0,1,0,12947.0,60.0,6000.0
62091622,1,45,0,2,0,1,0,0,1,0,23790.0,12.0,30000.0
62091639,0,54,1,0,0,1,0,0,1,0,24132.0,360.0,15000.0
62091782,1,39,0,1,1,1,0,0,1,0,10846.0,10.0,13000.0
62091936,0,30,0,1,1,1,0,0,2,0,3990.92,72.0,14000.0
62092127,0,47,1,0,0,1,0,0,1,0,6030.0,30.0,5000.0
62092521,0,57,1,1,0,0,1,0,1,0,3999.0,,5500.0
62092622,0,31,1,1,1,1,0,0,1,0,19500.0,5.0,16000.0
62093077,0,43,1,2,1,1,0,0,1,0,6950.0,32.0,9300.0
62093140,0,28,1,0,0,1,0,0,1,0,25740.0,60.0,21000.0
62093170,0,36,1,1,1,1,0,0,1,0,22589.0,132.0,15000.0
62093266,0,37,1,1,1,1,0,0,1,0,3450.0,20.0,6000.0
62093291,1,37,1,0,0,1,0,0,1,0,23500.0,18.0,15000.0
62093293,0,26,0,1,1,1,0,0,1,0,27990.0,6.0,14000.0
62093480,0,55,1,3,0,0,1,0,1,0,5100.0,,6000.0
62093777,0,60,1,0,0,1,1,0,1,0,23040.0,48.0,10000.0
62093827,0,57,0,2,0,0,1,0,1,0,18060.0,,9000.0
62094012,0,35,1,2,2,1,0,0,1,0,7812.0,96.0,4300.0
62094187,0,30,0,1,1,1,0,0,1,0,8490.0,30.0,20000.0
62094383,0,43,1,1,1,1,0,0,1,0,52250.0,228.0,40000.0
62094470,1,27,0,1,1,1,0,0,1,0,23000.0,50.0,12000.0
62094484,0,30,1,1,1,1,0,0,1,0,4896.0,60.0,6000.0
62094492,0,60,1,0,0,1,0,0,1,0,15840.0,12.0,7000.0
62094606,0,36,0,3,3,1,0,0,1,0,8988.0,48.0,17000.0
62094661,0,61,1,2,2,0,1,0,1,0,30696.0,,10000.0
62094825,0,22,0,0,0,1,0,0,1,0,10570.0,24.0,18000.0
62094838,0,40,0,1,1,1,0,0,1,0,10837.0,100.0,12000.0
62095138,0,56,1,1,0,0,1,0,1,0,4175.0,,8000.0
62095178,0,66,1,1,0,0,1,0,1,0,11227.0,,8000.0
62095249,0,62,1,0,0,1,0,0,1,0,8792.0,144.0,9800.0
62095393,0,28,0,1,1,1,0,0,1,0,12396.0,120.0,15000.0
62095500,0,34,0,0,0,1,0,0,1,0,18286.0,156.0,15000.0
62125761,0,50,0,2,0,1,0,0,1,0,44225.0,372.0,12000.0
62126327,0,59,1,2,0,0,1,0,1,0,8595.0,,6000.0
62126363,1,28,0,1,1,1,0,0,1,0,20903.5,72.0,30000.0
62126456,0,40,0,0,0,1,0,0,1,0,29970.0,24.0,25000.0
62126858,0,34,1,1,1,1,0,0,1,0,13990.0,168.0,8250.0
62127071,0,33,1,0,0,1,0,0,1,0,19110.0,38.0,9000.0
62127465,1,39,1,0,0,1,0,0,1,0,25000.0,29.0,12000.0
62127571,0,31,1,2,2,1,0,0,1,0,14990.0,60.0,20000.0
62127615,0,27,1,0,0,1,0,0,1,0,28170.0,48.0,13000.0
62127708,0,38,1,2,2,1,0,0,1,0,23854.0,18.0,10000.0
62127738,0,48,0,0,0,1,0,0,1,0,10890.0,7.0,20000.0
62127947,0,26,0,2,2,1,0,0,1,0,87600.0,36.0,30000.0
62128075,0,30,1,1,1,1,0,0,1,0,25899.0,60.0,11000.0
62128087,0,65,1,0,0,0,1,0,1,0,5700.0,,8000.0
62128180,0,39,1,1,1,1,0,0,1,0,18115.0,42.0,12000.0
62128507,0,47,0,2,0,1,0,0,1,0,10990.0,240.0,35000.0
62128608,0,57,1,3,0,0,1,0,1,0,14080.0,,5400.0
62128877,0,50,0,2,1,0,1,0,1,0,21405.0,,7000.0
62128974,0,61,0,1,0,0,1,0,1,0,6119.0,,6000.0
62129195,0,49,1,1,0,1,0,0,1,0,10920.0,82.0,14000.0
62129398,0,31,1,0,0,1,0,0,1,0,19245.0,96.0,14000.0
62129482,0,36,0,2,2,1,0,0,1,0,10990.0,48.0,20000.0
62129504,0,31,0,0,0,1,0,0,1,0,6990.0,114.0,14000.0
62129542,0,30,1,1,1,1,0,0,1,0,11871.0,36.0,15000.0
62129591,0,43,1,0,0,1,0,0,1,0,20050.0,96.0,14000.0
62129779,0,28,1,0,0,1,0,0,1,0,11190.0,72.0,8500.0
62130396,0,50,1,1,0,1,0,0,1,0,11240.0,156.0,8000.0
62130487,0,59,0,2,0,0,1,0,1,0,5950.0,,7000.0
62130489,0,38,1,0,0,1,0,0,1,0,6120.0,36.0,7000.0
62131051,0,30,0,0,0,1,0,0,1,0,21128.0,65.0,13160.0
62131200,0,24,0,1,1,1,0,0,1,0,21800.0,12.0,20000.0
62131214,0,30,1,1,1,1,0,0,1,0,14990.0,36.0,8000.0
62131402,0,24,0,0,0,1,0,0,1,0,4850.0,18.0,9000.0
62131545,0,62,1,0,0,0,1,0,1,0,5228.0,,9800.0
62131692,0,40,0,1,1,1,0,0,1,0,2800.0,132.0,30000.0
62131698,0,34,0,1,1,1,0,0,1,0,8550.0,37.0,10000.0
62131769,0,23,0,0,0,1,0,0,1,0,14718.0,24.0,15000.0
62131942,0,54,1,0,0,0,1,0,1,0,22100.0,,10000.0
62131997,0,43,1,1,1,1,0,0,1,0,24125.0,113.0,8000.0
62132000,0,49,1,1,0,1,0,0,1,0,16868.0,12.0,30000.0
62132091,0,35,1,0,0,1,0,0,1,0,21648.0,120.0,18000.0
62132260,0,63,1,2,0,1,1,0,1,0,12310.91,519.0,15000.0
62132443,0,32,0,0,0,1,0,0,1,0,28971.0,84.0,15000.0
62132668,0,26,0,1,1,1,0,0,1,0,7002.0,48.0,10000.0
62132968,0,32,1,1,1,1,0,0,1,0,25200.0,132.0,23000.0
62133110,0,45,1,1,1,1,0,0,1,0,20443.0,60.0,9500.0
62133134,0,48,1,0,0,1,0,0,1,0,4986.0,36.0,6000.0
62133308,0,28,0,1,2,1,0,0,1,0,19417.0,36.0,17000.0
62133744,1,53,1,0,0,0,1,0,1,0,10900.0,,5500.0
62134077,0,38,0,3,3,1,0,0,1,0,15984.0,60.0,18000.0
62134479,0,45,0,0,1,1,0,0,1,0,91536.0,408.0,30000.0
62134723,0,48,1,1,0,1,0,0,1,0,20680.0,120.0,10000.0
62135002,0,49,1,1,1,1,0,0,1,0,16520.0,18.0,18000.0
62135230,0,35,1,2,2,1,0,0,1,0,34020.0,15.0,48000.0
62135265,0,22,0,0,0,1,0,0,1,0,3850.0,7.0,15000.0
62135451,1,58,1,0,0,0,1,0,1,0,12639.0,,20000.0
62135459,0,29,1,1,1,1,0,0,1,0,5397.0,6.0,8000.0
62135479,0,52,1,0,0,0,1,0,1,0,9000.0,,12000.0
62135585,0,28,1,0,0,1,0,0,1,0,5397.0,68.0,7000.0
62135591,0,37,1,3,3,1,0,0,1,0,9224.0,228.0,15000.0
62135616,0,28,1,0,0,1,0,0,1,0,21598.0,24.0,17000.0
62135803,0,49,0,2,1,0,1,0,1,0,3550.0,,7000.0
62135940,0,47,1,2,0,0,1,0,1,0,4940.0,,6500.0
62136068,0,42,1,0,0,1,0,0,1,0,15621.0,288.0,6000.0
62136123,0,33,0,0,0,1,0,0,1,0,29949.7,60.0,25000.0
62136178,0,37,1,1,1,1,0,0,1,0,3474.0,11.0,15000.0
62136187,0,60,1,0,0,0,1,0,1,0,14000.0,,7000.0
62136202,0,29,0,1,2,1,0,0,1,0,29250.0,24.0,18000.0
62136293,0,46,1,0,0,1,0,0,1,0,4500.0,60.0,8500.0
62136452,0,61,0,2,0,1,0,0,1,0,11450.9,456.0,13000.0
62136484,0,22,0,0,0,1,0,0,1,0,21805.0,32.0,12000.0
62137033,1,51,1,0,0,1,0,0,1,0,4500.0,215.0,6000.0
62137379,0,27,1,1,0,1,0,0,1,0,13221.0,3.0,9000.0
62137418,1,42,1,2,2,1,0,0,1,0,10757.0,144.0,21000.0
62137644,0,51,1,1,0,1,0,0,1,0,17789.2,324.0,8000.0
62137838,0,48,1,0,0,1,0,0,1,0,7947.0,11.0,8000.0
62137955,0,40,1,2,2,1,0,0,1,0,5103.0,8.0,6000.0
62138224,0,34,1,1,1,1,0,0,1,0,13950.0,36.0,11000.0
62138253,0,42,1,1,1,1,0,0,1,0,4000.0,192.0,14000.0
62138364,0,52,1,1,0,1,0,0,1,0,22692.0,36.0,5000.0
62138672,0,59,1,0,0,1,1,0,1,0,30500.0,180.0,17500.0
62138865,0,49,0,3,0,1,0,0,1,0,24605.0,60.0,12000.0
62138871,0,33,0,1,1,1,0,0,1,0,14094.0,36.0,15000.0
62138885,0,44,1,1,1,1,0,0,1,0,20500.0,48.0,10000.0
62139062,0,39,0,2,2,1,0,0,1,0,21580.0,48.0,10000.0
62139065,0,32,1,1,1,1,0,0,1,0,25783.0,60.0,19000.0
